"Auftragskonto";"Buchungstag";"Valutadatum";"Buchungstext";"Verwendungszweck";"Glaeubiger ID";"Mandatsreferenz";"Kundenreferenz (End-to-End)";"Sammlerreferenz";"Lastschrift Ursprungsbetrag";"Auslagenersatz Ruecklastschrift";"Beguenstigter/Zahlungspflichtiger";"Kontonummer/IBAN";"BIC (SWIFT-Code)";"Betrag";"Waehrung";"Info"
"DE02120300000000202051";"21.04.26";"21.04.26";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00416";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"DE02120300000000202051";"HELADEF1HAN";"-67,47";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.04.26";"22.04.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00414";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-53,34";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.04.26";"25.04.26";"FOLGELASTSCHRIFT";"SPARPLAN ETF MSCI WORLD 04/2026 REF00399";"";"";"";"";"";"";"Trade Republic Bank GmbH";"DE02120300000000202051";"HELADEF1HAN";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.04.26";"27.04.26";"FOLGELASTSCHRIFT";"ENTGELT KONTOFUEHRUNG 04/2026 REF00401";"";"";"";"";"";"";"Sparkasse Hanau";"DE02120300000000202051";"HELADEF1HAN";"-4,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.04.26";"27.04.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00410";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-74,16";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.04.26";"28.04.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00413";"";"";"";"";"";"";"Lieferando.de";"DE02120300000000202051";"HELADEF1HAN";"-35,24";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.04.26";"28.04.26";"GUTSCHR. UEBERWEISUNG";"GEHALT 04/2026 REF00393";"";"";"";"";"";"";"Acme Software GmbH";"DE02120300000000202051";"HELADEF1HAN";"2850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.05.26";"01.05.26";"FOLGELASTSCHRIFT";"MIETE BERGSTRASSE 3 05/2026 REF00423";"";"";"";"";"";"";"Wohnbau Hanau GmbH";"DE02120300000000202051";"HELADEF1HAN";"-980,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.05.26";"03.05.26";"FOLGELASTSCHRIFT";"ABSCHLAG STROM GAS 05/2026 REF00424";"";"";"";"";"";"";"Stadtwerke Hanau";"DE02120300000000202051";"HELADEF1HAN";"-128,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"04.05.26";"04.05.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00433";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-64,35";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.05.26";"07.05.26";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM 05/2026 REF00426";"";"";"";"";"";"";"Spotify AB";"DE02120300000000202051";"HELADEF1HAN";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.05.26";"08.05.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00437";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-47,74";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.05.26";"09.05.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00439";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-48,41";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"10.05.26";"10.05.26";"FOLGELASTSCHRIFT";"BARGELDAUSZAHLUNG REF00441";"";"";"";"";"";"";"Geldautomat Sparkasse";"DE02120300000000202051";"HELADEF1HAN";"-150,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.05.26";"11.05.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00440";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-56,65";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"13.05.26";"13.05.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00438";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-24,58";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.05.26";"15.05.26";"FOLGELASTSCHRIFT";"NETFLIX ABO 05/2026 REF00425";"";"";"";"";"";"";"NETFLIX INTERNATIONAL B.V.";"DE02120300000000202051";"HELADEF1HAN";"-13,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.05.26";"16.05.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00434";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-89,14";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"17.05.26";"17.05.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00435";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-69,37";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.05.26";"18.05.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00431";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-43,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.05.26";"18.05.26";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 05/2026 REF00429";"";"";"";"";"";"";"Telekom Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.05.26";"20.05.26";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG FITNESS 05/2026 REF00427";"";"";"";"";"";"";"FitX Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.05.26";"25.05.26";"FOLGELASTSCHRIFT";"SPARPLAN ETF MSCI WORLD 05/2026 REF00428";"";"";"";"";"";"";"Trade Republic Bank GmbH";"DE02120300000000202051";"HELADEF1HAN";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.05.26";"27.05.26";"FOLGELASTSCHRIFT";"ENTGELT KONTOFUEHRUNG 05/2026 REF00430";"";"";"";"";"";"";"Sparkasse Hanau";"DE02120300000000202051";"HELADEF1HAN";"-4,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.05.26";"27.05.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00432";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-87,42";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.05.26";"27.05.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00436";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-49,98";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.05.26";"28.05.26";"GUTSCHR. UEBERWEISUNG";"GEHALT 05/2026 REF00422";"";"";"";"";"";"";"Acme Software GmbH";"DE02120300000000202051";"HELADEF1HAN";"2850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.06.26";"01.06.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00462";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-45,84";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.06.26";"01.06.26";"FOLGELASTSCHRIFT";"MIETE BERGSTRASSE 3 06/2026 REF00443";"";"";"";"";"";"";"Wohnbau Hanau GmbH";"DE02120300000000202051";"HELADEF1HAN";"-980,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"02.06.26";"02.06.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00456";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-35,68";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.06.26";"03.06.26";"FOLGELASTSCHRIFT";"ABSCHLAG STROM GAS 06/2026 REF00444";"";"";"";"";"";"";"Stadtwerke Hanau";"DE02120300000000202051";"HELADEF1HAN";"-128,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.06.26";"03.06.26";"FOLGELASTSCHRIFT";"EINKAUF DROGERIE REF00465";"";"";"";"";"";"";"dm-drogerie markt";"DE02120300000000202051";"HELADEF1HAN";"-39,07";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"04.06.26";"04.06.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00461";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-35,82";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.06.26";"07.06.26";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM 06/2026 REF00446";"";"";"";"";"";"";"Spotify AB";"DE02120300000000202051";"HELADEF1HAN";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.06.26";"08.06.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00455";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-82,47";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.06.26";"09.06.26";"FOLGELASTSCHRIFT";"BARGELDAUSZAHLUNG REF00464";"";"";"";"";"";"";"Geldautomat Sparkasse";"DE02120300000000202051";"HELADEF1HAN";"-100,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.06.26";"11.06.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00452";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-56,02";"EUR";"Umsatz gebucht"
